_MEMBER_MyList,_LogP_MyList,GO,Description,_PATTERN_,_RANK_,GiniIndex
1,-10,GO:0001656,metanephros development,M1,1,0
1,-5.7,GO:0032206,positive regulation of telomere maintenance,M1,1,0
1,-8.5,GO:0044773,mitotic DNA damage checkpoint signaling,M1,1,0
1,-2.3,M215,LIU VAV3 PROSTATE CARCINOGENESIS UP,M1,1,0
1,-5.8,GO:0030219,megakaryocyte differentiation,M1,1,0
1,-8.7,GO:0043388,positive regulation of DNA binding,M1,1,0
1,-6,R-HSA-1963640,GRB2 events in ERBB2 signaling,M1,1,0
1,-5.6,GO:0043542,endothelial cell migration,M1,1,0
1,-4.9,R-HSA-933542,TRAF6 mediated NF-kB activation,M1,1,0
1,-6.5,CORUM:244,BRAFT complex,M1,1,0
1,-9.7,GO:0060348,bone development,M1,1,0
1,-9.5,GO:0060155,platelet dense granule organization,M1,1,0
1,-2.1,GO:0002705,positive regulation of leukocyte mediated immunity,M1,1,0
1,-5.6,GO:0051053,negative regulation of DNA metabolic process,M1,1,0
1,-3,GO:0032421,stereocilium bundle,M1,1,0
1,-5.7,GO:0072331,signal transduction by p53 class mediator,M1,1,0
1,-10,GO:0031347,regulation of defense response,M1,1,0
1,-3,M5303,GSE36476 CTRL VS TSST ACT 72H MEMORY CD4 TCELL OLD DN,M1,1,0
1,-3.1,GO:0051494,negative regulation of cytoskeleton organization,M1,1,0
1,-8,GO:0007517,muscle organ development,M1,1,0
1,-3.2,WP5192,Modulation of PI3K-Akt-mTOR signaling by bioactive sphingolipids,M1,1,0
1,-3.9,GO:2000112,regulation of cellular macromolecule biosynthetic process,M1,1,0
1,-6.7,GO:0001938,positive regulation of endothelial cell proliferation,M1,1,0
1,-2.3,GO:2000781,positive regulation of double-strand break repair,M1,1,0
1,-2.5,GO:0030666,endocytic vesicle membrane,M1,1,0
1,-4,M10702,JAEGER METASTASIS DN,M1,1,0
1,-3.2,GO:0072171,mesonephric tubule morphogenesis,M1,1,0
1,-4.5,GO:0031231,intrinsic component of peroxisomal membrane,M1,1,0
1,-4.4,M13108,LI WILMS TUMOR VS FETAL KIDNEY 1 DN,M1,1,0
1,-10,R-HSA-1500931,Cell-Cell communication,M1,1,0
1,-2.5,M6787,SCIBETTA KDM5B TARGETS DN,M1,1,0
1,-2.3,GO:0042594,response to starvation,M1,1,0
1,-3,M6090,GSE2770 UNTREATED VS IL12 TREATED ACT CD4 TCELL 2H UP,M1,1,0
1,-4.6,GO:1903046,meiotic cell cycle process,M1,1,0
1,-6.7,GO:0005158,insulin receptor binding,M1,1,0
1,-7.6,GO:1903798,regulation of miRNA maturation,M1,1,0
1,-5.9,GO:0050920,regulation of chemotaxis,M1,1,0
1,-8.7,GO:0032989,cellular component morphogenesis,M1,1,0
1,-2.7,M2451,PLASARI TGFB1 SIGNALING VIA NFIC 1HR DN,M1,1,0
1,-14,hsa05230,Central carbon metabolism in cancer,M1,1,0
1,-6.8,M15626,OUYANG PROSTATE CANCER PROGRESSION UP,M1,1,0
1,-11,M222,PID CXCR3 PATHWAY,M1,1,0
1,-4.6,GO:0031331,positive regulation of cellular catabolic process,M1,1,0
1,-8.8,GO:1901216,positive regulation of neuron death,M1,1,0
1,-3.1,GO:0006206,pyrimidine nucleobase metabolic process,M1,1,0
1,-3.2,M1195,PATIL LIVER CANCER,M1,1,0
1,-6.4,GO:0030902,hindbrain development,M1,1,0
1,-11,GO:0010594,regulation of endothelial cell migration,M1,1,0
1,-9.8,GO:0010001,glial cell differentiation,M1,1,0
1,-3,GO:0005068,transmembrane receptor protein tyrosine kinase adaptor activity,M1,1,0
1,-6.2,GO:2000001,regulation of DNA damage checkpoint,M1,1,0
1,-3,M8545,GSE33425 CD161 HIGH VS INT CD8 TCELL DN,M1,1,0
1,-3.3,GO:0000803,sex chromosome,M1,1,0
1,-6.7,GO:0050808,synapse organization,M1,1,0
1,-3.8,GO:0003925,G protein activity,M1,1,0
1,-5.6,M10351,BUYTAERT PHOTODYNAMIC THERAPY STRESS DN,M1,1,0
1,-4,M1515,JOSEPH RESPONSE TO SODIUM BUTYRATE DN,M1,1,0
1,-2.6,M5311,HOSHIDA LIVER CANCER SUBCLASS S1,M1,1,0
1,-11,GO:0051249,regulation of lymphocyte activation,M1,1,0
1,-2.1,GO:0097529,myeloid leukocyte migration,M1,1,0
1,-21,hsa05417,Lipid and atherosclerosis,M1,1,0
1,-14,GO:0048592,eye morphogenesis,M1,1,0
1,-4.5,M1493,NIKOLSKY BREAST CANCER 11Q12 Q14 AMPLICON,M1,1,0
1,-18,R-HSA-1640170,Cell Cycle,M1,1,0
1,-2.3,M8182,GSE25677 R848 VS MPL AND R848 STIM BCELL DN,M1,1,0
1,-11,GO:1903829,positive regulation of protein localization,M1,1,0
1,-3.5,hsa04064,NF-kappa B signaling pathway,M1,1,0
1,-14,R-HSA-1227986,Signaling by ERBB2,M1,1,0
1,-6.7,GO:0042462,eye photoreceptor cell development,M1,1,0
1,-6,GO:0031952,regulation of protein autophosphorylation,M1,1,0
1,-14,R-HSA-112399,IRS-mediated signalling,M1,1,0
1,-6.4,GO:0072089,stem cell proliferation,M1,1,0
1,-2.1,M374,GSE11386 NAIVE VS MEMORY BCELL UP,M1,1,0
1,-5.2,GO:0036064,ciliary basal body,M1,1,0
1,-11,M7955,SIG INSULIN RECEPTOR PATHWAY IN CARDIAC MYOCYTES,M1,1,0
1,-4.4,M9062,GSE32034 LY6C HIGH VS LOW ROSIGLIZATONE TREATED MONOCYTE DN,M1,1,0
1,-2,M2674,PGF UP.V1 UP,M1,1,0
1,-6.3,R-HSA-76009,Platelet Aggregation (Plug Formation),M1,1,0
1,-20,GO:0104004,cellular response to environmental stimulus,M1,1,0
1,-3.4,GO:0050852,T cell receptor signaling pathway,M1,1,0
1,-2.7,M2670,MTOR UP.V1 DN,M1,1,0
1,-2.2,GO:0099565,"chemical synaptic transmission, postsynaptic",M1,1,0
1,-3.8,GO:0001838,embryonic epithelial tube formation,M1,1,0
1,-4.4,M8308,GSE28726 NAIVE CD4 TCELL VS NAIVE VA24NEG NKTCELL UP,M1,1,0
1,-3.4,R-HSA-2672351,Stimuli-sensing channels,M1,1,0
1,-4.3,GO:0006349,regulation of gene expression by genomic imprinting,M1,1,0
1,-2.3,GO:0016363,nuclear matrix,M1,1,0
1,-2.4,M15927,RODRIGUES DCC TARGETS DN,M1,1,0
1,-20,GO:0003682,chromatin binding,M1,1,0
1,-2.8,M8578,GSE26030 UNSTIM VS RESTIM TH17 DAY15 POST POLARIZATION UP,M1,1,0
1,-8.3,GO:0015318,inorganic molecular entity transmembrane transporter activity,M1,1,0
1,-3.7,GO:0042531,positive regulation of tyrosine phosphorylation of STAT protein,M1,1,0
1,-3,GO:0051177,meiotic sister chromatid cohesion,M1,1,0
1,-4.1,WP3287,Overview of nanoparticle effects,M1,1,0
1,-2.4,M4503,GSE22886 NAIVE CD4 TCELL VS DC DN,M1,1,0
1,-7.2,R-HSA-450341,Activation of the AP-1 family of transcription factors,M1,1,0
1,-2.6,M1488,HANSON HRAS SIGNALING VIA NFKB,M1,1,0
1,-2.1,GO:0005635,nuclear envelope,M1,1,0
1,-3.7,GO:0045840,positive regulation of mitotic nuclear division,M1,1,0
1,-8.8,M5825,VART KSHV INFECTION ANGIOGENIC MARKERS DN,M1,1,0
1,-13,hsa04072,Phospholipase D signaling pathway,M1,1,0
1,-4.2,M19630,ZHU CMV ALL UP,M1,1,0
1,-2.9,GO:0044214,spanning component of plasma membrane,M1,1,0
1,-2.8,M14877,BASAKI YBX1 TARGETS DN,M1,1,0
1,-3.3,GO:1902260,negative regulation of delayed rectifier potassium channel activity,M1,1,0
1,-3.3,GO:0032148,activation of protein kinase B activity,M1,1,0
1,-6.3,GO:0042307,positive regulation of protein import into nucleus,M1,1,0
1,-2.7,GO:0006584,catecholamine metabolic process,M1,1,0
1,-2.5,GO:0008360,regulation of cell shape,M1,1,0
1,-2.4,M5973,GSE369 PRE VS POST IL6 INJECTION IFNG KO LIVER UP,M1,1,0
1,-5.1,GO:0021766,hippocampus development,M1,1,0
1,-9.3,GO:0022612,gland morphogenesis,M1,1,0
1,-3.8,GO:1990858,cellular response to lectin,M1,1,0
1,-6,GO:0071805,potassium ion transmembrane transport,M1,1,0
1,-6,GO:0001947,heart looping,M1,1,0
1,-4,GO:0032981,mitochondrial respiratory chain complex I assembly,M1,1,0
1,-14,R-HSA-2559583,Cellular Senescence,M1,1,0
1,-3.7,GO:0060972,left/right pattern formation,M1,1,0
1,-7.3,R-HSA-6806834,Signaling by MET,M1,1,0
1,-6.3,GO:0006338,chromatin remodeling,M1,1,0
1,-8.1,M11951,HINATA NFKB TARGETS KERATINOCYTE UP,M1,1,0
1,-6.1,R-HSA-2426168,Activation of gene expression by SREBF (SREBP),M1,1,0
1,-4.9,GO:0043266,regulation of potassium ion transport,M1,1,0
1,-2.6,GO:0002637,regulation of immunoglobulin production,M1,1,0
1,-4.4,M6280,GSE2585 THYMIC MACROPHAGE VS MTEC DN,M1,1,0
1,-3,GO:0070873,regulation of glycogen metabolic process,M1,1,0
1,-4.3,GO:1904031,positive regulation of cyclin-dependent protein kinase activity,M1,1,0
1,-6.3,GO:0014009,glial cell proliferation,M1,1,0
1,-2.7,M11166,IVANOVA HEMATOPOIESIS LATE PROGENITOR,M1,1,0
1,-4.8,GO:0005912,adherens junction,M1,1,0
1,-2.9,GO:0008308,voltage-gated anion channel activity,M1,1,0
1,-3,GO:0032387,negative regulation of intracellular transport,M1,1,0
1,-9.7,GO:0140097,"catalytic activity, acting on DNA",M1,1,0
1,-2.5,M9989,GSE45365 WT VS IFNAR KO BCELL MCMV INFECTION DN,M1,1,0
1,-4.4,M2802,RB P107 DN.V1 UP,M1,1,0
1,-7.3,GO:0061180,mammary gland epithelium development,M1,1,0
1,-5.9,GO:0001708,cell fate specification,M1,1,0
1,-2.2,M16639,KOKKINAKIS METHIONINE DEPRIVATION 48HR DN,M1,1,0
1,-3.7,M7993,GSE16385 ROSIGLITAZONE IFNG TNF VS IL4 STIM MACROPHAGE DN,M1,1,0
1,-3.1,GO:0006473,protein acetylation,M1,1,0
1,-3,R-HSA-9007101,Rab regulation of trafficking,M1,1,0
1,-2.8,GO:0045124,regulation of bone resorption,M1,1,0
1,-4,GO:0002697,regulation of immune effector process,M1,1,0
1,-3.5,R-HSA-611105,Respiratory electron transport,M1,1,0
1,-2,R-HSA-9645723,Diseases of programmed cell death,M1,1,0
1,-4.6,GO:0034976,response to endoplasmic reticulum stress,M1,1,0
1,-10,WP4747,Netrin-UNC5B signaling pathway,M1,1,0
1,-5.5,hsa04261,Adrenergic signaling in cardiomyocytes,M1,1,0
1,-2.4,M4506,GSE22886 NAIVE CD4 TCELL VS MONOCYTE DN,M1,1,0
1,-4.1,WP4478,LTF danger signal response pathway,M1,1,0
1,-4.4,WP2839,Hair follicle development: organogenesis - part 2 of 3,M1,1,0
1,-15,GO:0045321,leukocyte activation,M1,1,0
1,-4.9,GO:0097447,dendritic tree,M1,1,0
1,-4.9,GO:0010660,regulation of muscle cell apoptotic process,M1,1,0
1,-5.2,GO:0016655,"oxidoreductase activity, acting on NAD(P)H, quinone or similar compound as acceptor",M1,1,0
1,-5.6,GO:0051899,membrane depolarization,M1,1,0
1,-3.3,GO:0002274,myeloid leukocyte activation,M1,1,0
1,-3.5,M17183,BENPORATH OCT4 TARGETS,M1,1,0
1,-3.3,R-HSA-171007,p38MAPK events,M1,1,0
1,-3.4,GO:0045685,regulation of glial cell differentiation,M1,1,0
1,-3.8,GO:0006265,DNA topological change,M1,1,0
1,-6.4,GO:0005261,cation channel activity,M1,1,0
1,-2.7,GO:0008347,glial cell migration,M1,1,0
1,-4.4,M6978,GSE8621 UNSTIM VS LPS PRIMED UNSTIM MACROPHAGE UP,M1,1,0
1,-2.8,GO:0032733,positive regulation of interleukin-10 production,M1,1,0
1,-15,GO:0043408,regulation of MAPK cascade,M1,1,0
1,-3.1,R-HSA-918233,TRAF3-dependent IRF activation pathway,M1,1,0
1,-4.4,M3580,GSE15750 DAY6 VS DAY10 TRAF6KO EFF CD8 TCELL UP,M1,1,0
1,-4.5,R-HSA-9674555,Signaling by CSF3 (G-CSF),M1,1,0
1,-3.2,CORUM:1230,WINAC complex,M1,1,0
1,-2.4,GO:0035330,regulation of hippo signaling,M1,1,0
1,-3.1,M8284,GSE23114 WT VS SLE2C1 MOUSE PERITONEAL CAVITY B1A BCELL UP,M1,1,0
1,-4,GO:0042129,regulation of T cell proliferation,M1,1,0
1,-4.8,GO:0060441,epithelial tube branching involved in lung morphogenesis,M1,1,0
1,-6.2,GO:0008543,fibroblast growth factor receptor signaling pathway,M1,1,0
1,-3.2,GO:0097049,motor neuron apoptotic process,M1,1,0
1,-2.5,GO:0031907,microbody lumen,M1,1,0
1,-2.3,GO:0035914,skeletal muscle cell differentiation,M1,1,0
1,-4.8,GO:0097110,scaffold protein binding,M1,1,0
1,-2.4,M7786,GSE23695 CD57 POS VS NEG NK CELL DN,M1,1,0
1,-2.5,M9214,GSE40666 WT VS STAT1 KO CD8 TCELL WITH IFNA STIM 90MIN UP,M1,1,0
1,-3.8,GO:0060444,branching involved in mammary gland duct morphogenesis,M1,1,0
1,-2.2,M83,PID CDC42 REG PATHWAY,M1,1,0
1,-5.9,GO:0007411,axon guidance,M1,1,0
1,-2.7,M10454,MCLACHLAN DENTAL CARIES UP,M1,1,0
1,-3.7,M6272,GSE2585 CTEC VS THYMIC DC DN,M1,1,0
1,-3,M9256,GSE20727 DNFB ALLERGEN VS ROS INH AND DNFB ALLERGEN TREATED DC DN,M1,1,0
1,-2.4,M5099,GSE3337 CTRL VS 4H IFNG IN CD8POS DC DN,M1,1,0
1,-2.5,M8788,GSE36891 UNSTIM VS PAM TLR2 STIM PERITONEAL MACROPHAGE DN,M1,1,0
1,-4.5,GO:0031214,biomineral tissue development,M1,1,0
1,-2.6,M442,GSE12839 CTRL VS IL12 TREATED PBMC UP,M1,1,0
1,-3.6,GO:0045980,negative regulation of nucleotide metabolic process,M1,1,0
1,-3.2,GO:0071674,mononuclear cell migration,M1,1,0
1,-9.8,GO:0060048,cardiac muscle contraction,M1,1,0
1,-2.4,R-HSA-1538133,G0 and Early G1,M1,1,0
1,-3.9,R-HSA-1474290,Collagen formation,M1,1,0
1,-4.4,GO:0014855,striated muscle cell proliferation,M1,1,0
1,-4.5,R-HSA-6785631,ERBB2 Regulates Cell Motility,M1,1,0
1,-3.9,M4203,LASTOWSKA NEUROBLASTOMA COPY NUMBER UP,M1,1,0
1,-22,hsa04664,Fc epsilon RI signaling pathway,M1,1,0
1,-2.4,M8993,GSE37533 UNTREATED VS PIOGLIZATONE TREATED CD4 TCELL PPARG2 AND FOXP3 TRASDUCED DN,M1,1,0
1,-2.4,M8099,GSE24972 MARGINAL ZONE BCELL VS FOLLICULAR BCELL IRF8 KO UP,M1,1,0
1,-2.6,GO:0046718,viral entry into host cell,M1,1,0
1,-3.1,M1098,GRAESSMANN APOPTOSIS BY SERUM DEPRIVATION DN,M1,1,0
1,-5.9,GO:0002764,immune response-regulating signaling pathway,M1,1,0
1,-20,R-HSA-2262752,Cellular responses to stress,M1,1,0
1,-5.5,GO:0090575,RNA polymerase II transcription regulator complex,M1,1,0
1,-3.3,GO:0006821,chloride transport,M1,1,0
1,-6.7,M206,PID PDGFRA PATHWAY,M1,1,0
1,-2.5,M3474,GSE1460 CD4 THYMOCYTE VS NAIVE CD4 TCELL ADULT BLOOD UP,M1,1,0
1,-6.3,M135,PID IL5 PATHWAY,M1,1,0
1,-9,GO:0002285,lymphocyte activation involved in immune response,M1,1,0
1,-7,M200,PID ERA GENOMIC PATHWAY,M1,1,0
1,-3.2,GO:0070141,response to UV-A,M1,1,0
1,-3.1,M14340,FUJII YBX1 TARGETS DN,M1,1,0
1,-2.4,M3623,GSE15930 STIM VS STIM AND IFNAB 24H CD8 T CELL UP,M1,1,0
1,-3,M6640,GSE5589 WT VS IL6 KO LPS AND IL10 STIM MACROPHAGE 45MIN UP,M1,1,0
1,-2.7,R-HSA-5633008,TP53 Regulates Transcription of Cell Death Genes,M1,1,0
1,-3,M8600,GSE27859 DC VS CD11C INT F480 INT DC DN,M1,1,0
1,-3,M16050,KAYO AGING MUSCLE UP,M1,1,0
1,-4.8,GO:0060191,regulation of lipase activity,M1,1,0
1,-4.2,GO:0042733,embryonic digit morphogenesis,M1,1,0
1,-3.2,WP3414,Initiation of transcription and translation elongation at the HIV-1 LTR,M1,1,0
1,-2.7,M6728,GSE6259 33D1 POS VS DEC205 POS FLT3L INDUCED SPLENIC DC DN,M1,1,0
1,-2.5,M3401,GSE1432 CTRL VS IFNG 1H MICROGLIA DN,M1,1,0
1,-3.7,M4018,GSE17721 POLYIC VS GARDIQUIMOD 2H BMDC UP,M1,1,0
1,-19,R-HSA-5685938,HDR through Single Strand Annealing (SSA),M1,1,0
1,-7.8,R-HSA-202733,Cell surface interactions at the vascular wall,M1,1,0
1,-11,GO:0007605,sensory perception of sound,M1,1,0
1,-5,GO:2000637,positive regulation of miRNA-mediated gene silencing,M1,1,0
1,-4.7,GO:0006650,glycerophospholipid metabolic process,M1,1,0
1,-5.5,GO:0019217,regulation of fatty acid metabolic process,M1,1,0
1,-5.3,GO:0031334,positive regulation of protein-containing complex assembly,M1,1,0
1,-2,GO:0031023,microtubule organizing center organization,M1,1,0
1,-2.3,M7669,LEE TARGETS OF PTCH1 AND SUFU UP,M1,1,0
1,-2.9,R-HSA-9031628,NGF-stimulated transcription,M1,1,0
1,-18,M166,PID ATF2 PATHWAY,M1,1,0
1,-7.2,M16909,PARENT MTOR SIGNALING UP,M1,1,0
1,-3.2,GO:0060416,response to growth hormone,M1,1,0
1,-2.6,GO:0061440,kidney vasculature development,M1,1,0
1,-5.4,GO:1901379,regulation of potassium ion transmembrane transport,M1,1,0
1,-2.4,R-HSA-8854691,Interleukin-20 family signaling,M1,1,0
1,-2.6,M6755,GSE6259 33D1 POS DC VS BCELL DN,M1,1,0
1,-7.9,GO:0046822,regulation of nucleocytoplasmic transport,M1,1,0
1,-12,M13537,KOKKINAKIS METHIONINE DEPRIVATION 48HR UP,M1,1,0
1,-2.6,GO:0030501,positive regulation of bone mineralization,M1,1,0
1,-5.1,GO:0072080,nephron tubule development,M1,1,0
1,-24,hsa05218,Melanoma,M1,1,0
1,-2.9,M2847,SIRNA EIF4GI UP,M1,1,0
1,-2.5,WP4925,Unfolded protein response,M1,1,0
1,-11,WP4298,Acute viral myocarditis,M1,1,0
1,-13,WP195,IL-1 signaling pathway,M1,1,0
1,-2.5,GO:0048599,oocyte development,M1,1,0
1,-2.9,GO:0002363,alpha-beta T cell lineage commitment,M1,1,0
1,-5.2,GO:1901796,regulation of signal transduction by p53 class mediator,M1,1,0
1,-4.5,GO:0045333,cellular respiration,M1,1,0
1,-2.4,GO:0010656,negative regulation of muscle cell apoptotic process,M1,1,0
1,-16,R-HSA-389356,CD28 co-stimulation,M1,1,0
1,-3.3,GO:0006978,"DNA damage response, signal transduction by p53 class mediator resulting in transcription of p21 class mediator",M1,1,0
1,-3.9,WP474,Endochondral ossification,M1,1,0
1,-19,GO:0000904,cell morphogenesis involved in differentiation,M1,1,0
1,-2.5,GO:0005248,voltage-gated sodium channel activity,M1,1,0
1,-3,M9171,GSE40277 EOS AND LEF1 TRANSDUCED VS CTRL CD4 TCELL UP,M1,1,0
1,-2.2,M2584,KAAB HEART ATRIUM VS VENTRICLE DN,M1,1,0
1,-4.7,GO:0043125,ErbB-3 class receptor binding,M1,1,0
1,-3.9,GO:0009144,purine nucleoside triphosphate metabolic process,M1,1,0
1,-2.4,M8319,GSE28726 NAIVE VS ACTIVATED NKTCELL DN,M1,1,0
1,-3.3,GO:0098531,ligand-activated transcription factor activity,M1,1,0
1,-13,GO:0071407,cellular response to organic cyclic compound,M1,1,0
1,-2.2,GO:0007040,lysosome organization,M1,1,0
1,-3.5,M7363,ELVIDGE HYPOXIA UP,M1,1,0
1,-10,hsa04914,Progesterone-mediated oocyte maturation,M1,1,0
1,-2.5,M1436,GUO HEX TARGETS UP,M1,1,0
1,-2.7,GO:0060252,positive regulation of glial cell proliferation,M1,1,0
1,-5,GO:0061311,cell surface receptor signaling pathway involved in heart development,M1,1,0
1,-8.3,GO:1904036,negative regulation of epithelial cell apoptotic process,M1,1,0
1,-2.5,M7551,GSE21546 WT VS ELK1 KO ANTI CD3 STIM DP THYMOCYTES DN,M1,1,0
1,-29,R-HSA-6811558,"PI5P, PP2A and IER3 Regulate PI3K/AKT Signaling",M1,1,0
1,-3.4,GO:1904707,positive regulation of vascular associated smooth muscle cell proliferation,M1,1,0
1,-10,M18811,PUJANA XPRSS INT NETWORK,M1,1,0
1,-5.1,GO:0038189,neuropilin signaling pathway,M1,1,0
1,-2.9,GO:0043020,NADPH oxidase complex,M1,1,0
1,-2.3,M15676,BECKER TAMOXIFEN RESISTANCE DN,M1,1,0
1,-4.5,GO:0003714,transcription corepressor activity,M1,1,0
1,-2.8,GO:0017080,sodium channel regulator activity,M1,1,0
1,-3,M5997,GSE411 100MIN VS 400MIN IL6 STIM MACROPHAGE UP,M1,1,0
1,-6.1,M2645,HINATA NFKB IMMU INF,M1,1,0
1,-11,GO:0045785,positive regulation of cell adhesion,M1,1,0
1,-5.8,GO:0070851,growth factor receptor binding,M1,1,0
1,-2,GO:0008514,organic anion transmembrane transporter activity,M1,1,0
1,-2.2,GO:0060606,tube closure,M1,1,0
1,-3.1,M119,PID ERB GENOMIC PATHWAY,M1,1,0
1,-19,WP69,T-cell receptor signaling pathway,M1,1,0
1,-2.8,R-HSA-3928664,Ephrin signaling,M1,1,0
1,-3.4,GO:0031098,stress-activated protein kinase signaling cascade,M1,1,0
1,-3,GO:0046320,regulation of fatty acid oxidation,M1,1,0
1,-2.6,GO:0030520,intracellular estrogen receptor signaling pathway,M1,1,0
1,-5.9,GO:0048873,homeostasis of number of cells within a tissue,M1,1,0
1,-2.9,CORUM:1099,DNA synthesome complex (17 subunits),M1,1,0
1,-8.5,WP3927,BMP signaling in eyelid development,M1,1,0
1,-12,WP236,Adipogenesis,M1,1,0
1,-2.4,M6556,GSE5679 CTRL VS RARA AGONIST AM580 TREATED DC DN,M1,1,0
1,-3,hsa05323,Rheumatoid arthritis,M1,1,0
1,-4.1,GO:2000736,regulation of stem cell differentiation,M1,1,0
1,-4.4,WP4838,Regucalcin in proximal tubule epithelial kidney cells,M1,1,0
1,-7,R-HSA-9707564,Cytoprotection by HMOX1,M1,1,0
1,-11,WP5130,Th17 cell differentiation pathway,M1,1,0
1,-2.5,M9599,GSE42021 TCONV PLN VS CD24HI TCONV THYMUS DN,M1,1,0
1,-2.7,GO:0072012,glomerulus vasculature development,M1,1,0
1,-4.1,GO:0060323,head morphogenesis,M1,1,0
1,-8.1,GO:0030879,mammary gland development,M1,1,0
1,-5.8,GO:0007224,smoothened signaling pathway,M1,1,0
1,-9.2,GO:0002252,immune effector process,M1,1,0
1,-3.2,GO:0048710,regulation of astrocyte differentiation,M1,1,0
1,-3.5,M1246,LI WILMS TUMOR VS FETAL KIDNEY 2 DN,M1,1,0
1,-2.4,M4021,GSE17721 POLYIC VS GARDIQUIMOD 4H BMDC UP,M1,1,0
1,-2.3,M12892,SMID BREAST CANCER LUMINAL B UP,M1,1,0
1,-3.3,GO:0150117,positive regulation of cell-substrate junction organization,M1,1,0
1,-3.1,GO:1904030,negative regulation of cyclin-dependent protein kinase activity,M1,1,0
1,-5.2,GO:0140352,export from cell,M1,1,0
1,-7.8,GO:0032508,DNA duplex unwinding,M1,1,0
1,-2.4,GO:0005179,hormone activity,M1,1,0
1,-2.5,GO:0003016,respiratory system process,M1,1,0
1,-5.3,M6175,CAIRO LIVER DEVELOPMENT DN,M1,1,0
1,-2.2,GO:0043368,positive T cell selection,M1,1,0
1,-4,GO:0097435,supramolecular fiber organization,M1,1,0
1,-11,GO:0033044,regulation of chromosome organization,M1,1,0
1,-5.7,M1949,MEISSNER NPC HCP WITH H3K4ME2 AND H3K27ME3,M1,1,0
1,-2.8,GO:1901617,organic hydroxy compound biosynthetic process,M1,1,0
1,-3.7,M5885,NABA MATRISOME ASSOCIATED,M1,1,0
1,-13,GO:2001020,regulation of response to DNA damage stimulus,M1,1,0
1,-5.8,GO:0006006,glucose metabolic process,M1,1,0
1,-2.3,GO:2000648,positive regulation of stem cell proliferation,M1,1,0
1,-3,M1571,YAMAZAKI TCEB3 TARGETS DN,M1,1,0
1,-4,M422,GSE9946 IMMATURE VS PROSTAGLANDINE2 TREATED MATURE DC DN,M1,1,0
1,-3,M9586,GSE42021 CD24HI VS CD24INT TREG THYMUS DN,M1,1,0
1,-2.2,GO:0044282,small molecule catabolic process,M1,1,0
1,-4.1,M1120,JOHANSSON GLIOMAGENESIS BY PDGFB UP,M1,1,0
1,-3.1,M4283,GSE18791 CTRL VS NEWCASTLE VIRUS DC 18H UP,M1,1,0
1,-4.3,M6154,MAHAJAN RESPONSE TO IL1A UP,M1,1,0
1,-24,WP4666,Hepatitis B infection,M1,1,0
1,-12,GO:0043068,positive regulation of programmed cell death,M1,1,0
1,-3.3,GO:0044409,entry into host,M1,1,0
1,-18,R-HSA-5693616,Presynaptic phase of homologous DNA pairing and strand exchange,M1,1,0
1,-12,M82,PID RET PATHWAY,M1,1,0
1,-3.1,GO:0070302,regulation of stress-activated protein kinase signaling cascade,M1,1,0
1,-9.4,GO:0072594,establishment of protein localization to organelle,M1,1,0
1,-9.3,R-HSA-177929,Signaling by EGFR,M1,1,0
1,-7.4,GO:0045309,protein phosphorylated amino acid binding,M1,1,0
1,-3.2,M134,PID TCR RAS PATHWAY,M1,1,0
1,-2.5,M4415,GSE22886 NAIVE TCELL VS NKCELL DN,M1,1,0
1,-3.1,M8326,GSE24574 BCL6 HIGH TFH VS NAIVE CD4 TCELL UP,M1,1,0
1,-7.8,GO:0010639,negative regulation of organelle organization,M1,1,0
1,-6.3,GO:0070102,interleukin-6-mediated signaling pathway,M1,1,0
1,-2.4,R-HSA-9705683,SARS-CoV-2-host interactions,M1,1,0
1,-2.5,M6514,GSE5542 UNTREATED VS IFNA TREATED EPITHELIAL CELLS 6H UP,M1,1,0
1,-7.5,R-HSA-1592230,Mitochondrial biogenesis,M1,1,0
1,-11,R-HSA-453279,Mitotic G1 phase and G1/S transition,M1,1,0
1,-29,WP4674,Head and neck squamous cell carcinoma,M1,1,0
1,-10,hsa04110,Cell cycle,M1,1,0
1,-2.5,GO:0005254,chloride channel activity,M1,1,0
1,-4.4,GO:0016447,somatic recombination of immunoglobulin gene segments,M1,1,0
1,-3.5,M18562,MANALO HYPOXIA DN,M1,1,0
1,-5.3,GO:0035861,site of double-strand break,M1,1,0
1,-2.3,GO:0046966,nuclear thyroid hormone receptor binding,M1,1,0
1,-6.6,M1831,MATZUK SPERMATOCYTE,M1,1,0
1,-2.4,M5623,GSE39820 TGFBETA1 VS TGFBETA3 IN IL6 TREATED CD4 TCELL UP,M1,1,0
1,-3.7,M9597,GSE42021 CD24INT VS CD24LOW TCONV THYMUS DN,M1,1,0
1,-3.6,WP2878,PPAR-alpha pathway,M1,1,0
1,-2.5,M7925,GSE16385 IFNG TNF VS IL4 STIM MACROPHAGE ROSIGLITAZONE TREATED DN,M1,1,0
1,-4.7,M19779,FARMER BREAST CANCER CLUSTER 6,M1,1,0
1,-3.7,M5251,GSE360 L MAJOR VS B MALAYI LOW DOSE MAC DN,M1,1,0
1,-3.3,GO:2000108,positive regulation of leukocyte apoptotic process,M1,1,0
1,-2.3,M8215,IVANOVA HEMATOPOIESIS STEM CELL AND PROGENITOR,M1,1,0
1,-3.7,M2066,WHITFIELD CELL CYCLE LITERATURE,M1,1,0
