Category,CategoryID,GO,Description,PARENT_GO,LogP,Enrichment,Z-score,#TotalGeneInLibrary,#GeneInGO,#GeneInHitList,#GeneInGOAndHitList,%InGO,STDV %InGO,GeneID,Hits,Log(q-value),GeneList
GO Biological Processes,19,GO:0050714,positive regulation of protein secretion,19_GO:0051179 localization,-2.3,3.8,3.5,30169,129,374,6,1.6,0.65,2746|3479|3630|3717|7040|23400,GLUD1|IGF1|INS|JAK2|TGFB1|ATP13A2,-1.4,MyList
GO Biological Processes,19,GO:0002699,positive regulation of immune effector process,19_GO:0002376 immune system process,-2.3,2.8,3.2,30169,261,374,9,2.4,0.79,2625|3569|4179|4292|5170|5880|6891|7040|23529,GATA3|IL6|CD46|MLH1|PDPK1|RAC2|TAP2|TGFB1|CLCF1,-1.4,MyList
GO Biological Processes,19,GO:0001843,neural tube closure,19_GO:0032502 developmental process,-2.3,4.4,3.7,30169,91,374,5,1.3,0.59,25|585|7040|54903|57545,ABL1|BBS4|TGFB1|MKS1|CC2D2A,-1.4,MyList
GO Cellular Components,20,GO:0031091,platelet alpha granule,,-2.3,4.4,3.7,30169,91,374,5,1.3,0.59,1950|3479|5054|7040|7422,EGF|IGF1|SERPINE1|TGFB1|VEGFA,-1.4,MyList
GO Biological Processes,19,GO:2000117,negative regulation of cysteine-type endopeptidase activity,19_GO:0048519 negative regulation of biological process,-2.3,4.4,3.7,30169,91,374,5,1.3,0.59,207|551|5447|6714|7422,AKT1|AVP|POR|SRC|VEGFA,-1.4,MyList
Reactome Gene Sets,6,R-HSA-446728,Cell junction organization,,-2.3,4.4,3.7,30169,91,374,5,1.3,0.59,999|1000|1499|5818|81607,CDH1|CDH2|CTNNB1|NECTIN1|NECTIN4,-1.4,MyList
Reactome Gene Sets,6,R-HSA-5250924,B-WICH complex positively regulates rRNA expression,,-2.3,4.4,3.7,30169,91,374,5,1.3,0.59,2033|8850|9533|23451|51082,EP300|KAT2B|POLR1C|SF3B1|POLR1D,-1.4,MyList
WikiPathways,27,WP3925,Amino acid metabolism,,-2.3,4.4,3.7,30169,91,374,5,1.3,0.59,30|2746|4128|7054|8802,ACAA1|GLUD1|MAOA|TH|SUCLG1,-1.4,MyList
GO Molecular Functions,21,GO:0005253,anion channel activity,,-2.3,4.4,3.7,30169,91,374,5,1.3,0.59,1187|1188|7439|7809|196527,CLCNKA|CLCNKB|BEST1|BSND|ANO6,-1.4,MyList
GO Biological Processes,19,GO:0060021,roof of mouth development,19_GO:0032502 developmental process,-2.3,4.4,3.7,30169,91,374,5,1.3,0.59,1302|6899|51057|55212|80144,COL11A2|TBX1|WDPCP|BBS7|FRAS1,-1.4,MyList
Chemical And Genetic Perturbations,13,M2513,ELVIDGE HIF1A TARGETS DN,,-2.3,4.4,3.7,30169,91,374,5,1.3,0.59,1956|2353|2534|6338|23363,EGFR|FOS|FYN|SCNN1B|OBSL1,-1.4,MyList
GO Cellular Components,20,GO:0098552,side of membrane,,-2.2,2,3,30169,685,374,17,4.5,1.1,207|999|2214|2534|2811|3845|3932|5728|5879|6338|6340|6714|6892|7054|7827|9244|57477,AKT1|CDH1|FCGR3A|FYN|GP1BA|KRAS|LCK|PTEN|RAC1|SCNN1B|SCNN1G|SRC|TAPBP|TH|NPHS2|CRLF1|SHROOM4,-1.4,MyList
Chemical And Genetic Perturbations,13,M11472,RIZKI TUMOR INVASIVENESS 3D DN,,-2.2,2.8,3.2,30169,262,374,9,2.4,0.79,998|1108|1286|1565|1663|5172|5189|8850|10021,CDC42|CHD4|COL4A4|CYP2D6|DDX11|SLC26A4|PEX1|KAT2B|HCN4,-1.4,MyList
GO Biological Processes,19,GO:0045621,positive regulation of lymphocyte differentiation,19_GO:0002376 immune system process,-2.2,3.7,3.5,30169,130,374,6,1.6,0.65,2625|4179|6598|6605|8289|8546,GATA3|CD46|SMARCB1|SMARCE1|ARID1A|AP3B1,-1.4,MyList
Chemical And Genetic Perturbations,13,M1428,SANSOM APC TARGETS UP,,-2.2,3.7,3.5,30169,130,374,6,1.6,0.65,3784|5965|6949|10002|54894|81607,KCNQ1|RECQL|TCOF1|NR2E3|RNF43|NECTIN4,-1.4,MyList
Chemical And Genetic Perturbations,13,M6506,DANG MYC TARGETS UP,,-2.2,3.7,3.5,30169,130,374,6,1.6,0.65,1019|1075|4683|6125|7157|26354,CDK4|CTSC|NBN|RPL5|TP53|GNL3,-1.4,MyList
GO Cellular Components,20,GO:0030018,Z disc,,-2.2,3.7,3.5,30169,130,374,6,1.6,0.65,1499|2317|3753|9531|23363|55800,CTNNB1|FLNB|KCNE1|BAG3|OBSL1|SCN3B,-1.4,MyList
Chemical And Genetic Perturbations,13,M4572,LOCKWOOD AMPLIFIED IN LUNG CANCER,,-2.2,3,3.3,30169,216,374,8,2.1,0.75,207|1019|1717|1956|3757|5290|7422|9342,AKT1|CDK4|DHCR7|EGFR|KCNH2|PIK3CA|VEGFA|SNAP29,-1.4,MyList
GO Biological Processes,19,GO:0099565,"chemical synaptic transmission, postsynaptic",19_GO:0023052 signaling,-2.2,4.4,3.6,30169,92,374,5,1.3,0.59,207|1144|1145|4204|22930,AKT1|CHRND|CHRNE|MECP2|RAB3GAP1,-1.4,MyList
GO Biological Processes,19,GO:0060606,tube closure,19_GO:0032502 developmental process,-2.2,4.4,3.6,30169,92,374,5,1.3,0.59,25|585|7040|54903|57545,ABL1|BBS4|TGFB1|MKS1|CC2D2A,-1.4,MyList
GO Biological Processes,19,GO:0046879,hormone secretion,19_GO:0051179 localization,-2.2,4.4,3.6,30169,92,374,5,1.3,0.59,1908|2625|3569|3784|6567,EDN3|GATA3|IL6|KCNQ1|SLC16A2,-1.4,MyList
GO Biological Processes,19,GO:0032273,positive regulation of protein polymerization,19_GO:0048518 positive regulation of biological process,-2.2,4.4,3.6,30169,92,374,5,1.3,0.59,1027|2885|4204|4868|5879,CDKN1B|GRB2|MECP2|NPHS1|RAC1,-1.4,MyList
GO Biological Processes,19,GO:0006575,cellular modified amino acid metabolic process,19_GO:0008152 metabolic process,-2.2,3.3,3.4,30169,172,374,7,1.9,0.7,2950|5352|5447|5469|6535|6567|6648,GSTP1|PLOD2|POR|MED1|SLC6A8|SLC16A2|SOD2,-1.4,MyList
Chemical And Genetic Perturbations,13,M178,CROMER TUMORIGENESIS UP,,-2.2,5.6,3.9,30169,58,374,4,1.1,0.53,1290|3569|3576|5054,COL5A2|IL6|CXCL8|SERPINE1,-1.4,MyList
GO Biological Processes,19,GO:0030199,collagen fibril organization,19_GO:0009987 cellular process,-2.2,5.6,3.9,30169,58,374,4,1.1,0.53,1290|1302|2303|4763,COL5A2|COL11A2|FOXC2|NF1,-1.4,MyList
GO Biological Processes,19,GO:0034446,substrate adhesion-dependent cell spreading,19_GO:0032502 developmental process,-2.2,5.6,3.9,30169,58,374,4,1.1,0.53,25|5295|5879|6714,ABL1|PIK3R1|RAC1|SRC,-1.4,MyList
Chemical And Genetic Perturbations,13,M2584,KAAB HEART ATRIUM VS VENTRICLE DN,,-2.2,2.8,3.2,30169,263,374,9,2.4,0.79,30|1000|2138|3784|4292|4722|6899|26128|374291,ACAA1|CDH2|EYA1|KCNQ1|MLH1|NDUFS3|TBX1|KIFBP|NDUFS7,-1.4,MyList
Chemical And Genetic Perturbations,13,M12707,MILI PSEUDOPODIA HAPTOTAXIS UP,,-2.2,2.2,3,30169,520,374,14,3.7,0.98,545|3845|4361|5599|5932|8803|9611|10499|23451|25836|25937|51574|161742|493856,ATR|KRAS|MRE11|MAPK8|RBBP8|SUCLA2|NCOR1|NCOA2|SF3B1|NIPBL|WWTR1|LARP7|SPRED1|CISD2,-1.4,MyList
Chemical And Genetic Perturbations,13,M2248,BRUINS UVC RESPONSE EARLY LATE,,-2.2,2.6,3.2,30169,312,374,10,2.7,0.83,5291|5594|5825|6913|8289|10008|11277|23054|25836|29915,PIK3CB|MAPK1|ABCD3|TBX15|ARID1A|KCNE3|TREX1|NCOA6|NIPBL|HCFC2,-1.4,MyList
GO Biological Processes,19,GO:0055074,calcium ion homeostasis,19_GO:0065007 biological regulation,-2.2,3,3.3,30169,217,374,8,2.1,0.75,540|596|1908|5291|7021|7466|7504|23400,ATP7B|BCL2|EDN3|PIK3CB|TFAP2B|WFS1|XK|ATP13A2,-1.4,MyList
GO Cellular Components,20,GO:0005764,lysosome,,-2.2,1.9,2.9,30169,746,374,18,4.8,1.1,950|1075|1174|1950|2512|3257|3753|3784|4647|5594|5873|6714|8546|9342|9992|23400|79803|89781,SCARB2|CTSC|AP1S1|EGF|FTL|HPS1|KCNE1|KCNQ1|MYO7A|MAPK1|RAB27A|SRC|AP3B1|SNAP29|KCNE2|ATP13A2|HPS6|HPS4,-1.4,MyList
GO Cellular Components,20,GO:0000323,lytic vacuole,,-2.2,1.9,2.9,30169,746,374,18,4.8,1.1,950|1075|1174|1950|2512|3257|3753|3784|4647|5594|5873|6714|8546|9342|9992|23400|79803|89781,SCARB2|CTSC|AP1S1|EGF|FTL|HPS1|KCNE1|KCNQ1|MYO7A|MAPK1|RAB27A|SRC|AP3B1|SNAP29|KCNE2|ATP13A2|HPS6|HPS4,-1.4,MyList
Chemical And Genetic Perturbations,13,M1461,PETROVA ENDOTHELIUM LYMPHATIC VS BLOOD UP,,-2.2,3.7,3.5,30169,131,374,6,1.6,0.65,701|4128|4256|5172|6899|7153,BUB1B|MAOA|MGP|SLC26A4|TBX1|TOP2A,-1.4,MyList
Chemical And Genetic Perturbations,13,M19170,MULLIGHAN NPM1 MUTATED SIGNATURE 1 UP,,-2.2,2.7,3.2,30169,264,374,9,2.4,0.79,472|1017|1287|3146|4361|5781|5888|5913|25836,ATM|CDK2|COL4A5|HMGB1|MRE11|PTPN11|RAD51|RAPSN|NIPBL,-1.4,MyList
Canonical Pathways,11,M83,PID CDC42 REG PATHWAY,,-2.2,8.1,4.3,30169,30,374,3,0.8,0.46,998|2245|5335,CDC42|FGD1|PLCG1,-1.4,MyList
Reactome Gene Sets,6,R-HSA-3000157,Laminin interactions,,-2.2,8.1,4.3,30169,30,374,3,0.8,0.46,1286|1287|80781,COL4A4|COL4A5|COL18A1,-1.4,MyList
GO Biological Processes,19,GO:0010464,regulation of mesenchymal cell proliferation,19_GO:0050789 regulation of biological process,-2.2,8.1,4.3,30169,30,374,3,0.8,0.46,1499|2263|6899,CTNNB1|FGFR2|TBX1,-1.4,MyList
Chemical And Genetic Perturbations,13,M9729,WIKMAN ASBESTOS LUNG CANCER DN,,-2.2,8.1,4.3,30169,30,374,3,0.8,0.46,472|4593|4647,ATM|MUSK|MYO7A,-1.4,MyList
Reactome Gene Sets,6,R-HSA-8874081,MET activates PTK2 signaling,,-2.2,8.1,4.3,30169,30,374,3,0.8,0.46,1290|1302|6714,COL5A2|COL11A2|SRC,-1.4,MyList
GO Molecular Functions,21,GO:0030296,protein tyrosine kinase activator activity,,-2.2,8.1,4.3,30169,30,374,3,0.8,0.46,1950|1956|2065,EGF|EGFR|ERBB3,-1.4,MyList
GO Biological Processes,19,GO:0030225,macrophage differentiation,19_GO:0002376 immune system process,-2.2,8.1,4.3,30169,30,374,3,0.8,0.46,841|998|7422,CASP8|CDC42|VEGFA,-1.4,MyList
Reactome Gene Sets,6,R-HSA-2173795,Downregulation of SMAD2/3:SMAD4 transcriptional activity,,-2.2,8.1,4.3,30169,30,374,3,0.8,0.46,5594|9611|25937,MAPK1|NCOR1|WWTR1,-1.4,MyList
WikiPathways,27,WP2533,Glycerophospholipid biosynthetic pathway,,-2.2,8.1,4.3,30169,30,374,3,0.8,0.46,5290|5291|9663,PIK3CA|PIK3CB|LPIN2,-1.4,MyList
GO Biological Processes,19,GO:0002209,behavioral defense response,19_GO:0032501 multicellular organismal process,-2.2,8.1,4.3,30169,30,374,3,0.8,0.46,596|2033|4204,BCL2|EP300|MECP2,-1.4,MyList
Reactome Gene Sets,6,R-HSA-4090294,SUMOylation of intracellular receptors,,-2.2,8.1,4.3,30169,30,374,3,0.8,0.46,367|2099|5465,AR|ESR1|PPARA,-1.4,MyList
GO Biological Processes,19,GO:1901798,positive regulation of signal transduction by p53 class mediator,19_GO:0023052 signaling,-2.2,8.1,4.3,30169,30,374,3,0.8,0.46,472|545|161742,ATM|ATR|SPRED1,-1.4,MyList
GO Biological Processes,19,GO:0043368,positive T cell selection,19_GO:0002376 immune system process,-2.2,8.1,4.3,30169,30,374,3,0.8,0.46,596|3569|6774,BCL2|IL6|STAT3,-1.4,MyList
KEGG Pathway,24,hsa01523,Antifolate resistance,,-2.2,8.1,4.3,30169,30,374,3,0.8,0.46,3569|4790|5970,IL6|NFKB1|RELA,-1.4,MyList
Reactome Gene Sets,6,R-HSA-110314,Recognition of DNA damage by PCNA-containing replication complex,,-2.2,8.1,4.3,30169,30,374,3,0.8,0.46,5426|6117|6119,POLE|RPA1|RPA3,-1.4,MyList
Reactome Gene Sets,6,R-HSA-933541,TRAF6 mediated IRF7 activation,,-2.2,8.1,4.3,30169,30,374,3,0.8,0.46,1387|2033|84282,CREBBP|EP300|RNF135,-1.4,MyList
Chemical And Genetic Perturbations,13,M2073,BAE BRCA1 TARGETS DN,,-2.2,8.1,4.3,30169,30,374,3,0.8,0.46,2746|5828|6949,GLUD1|PEX2|TCOF1,-1.4,MyList
Canonical Pathways,11,M269,PID RAS PATHWAY,,-2.2,8.1,4.3,30169,30,374,3,0.8,0.46,2885|3845|4763,GRB2|KRAS|NF1,-1.4,MyList
GO Biological Processes,19,GO:0010833,telomere maintenance via telomere lengthening,19_GO:0008152 metabolic process,-2.2,8.1,4.3,30169,30,374,3,0.8,0.46,4361|5888|6117,MRE11|RAD51|RPA1,-1.4,MyList
GO Biological Processes,19,GO:0008045,motor neuron axon guidance,19_GO:0040011 locomotion,-2.2,8.1,4.3,30169,30,374,3,0.8,0.46,2064|5879|5880,ERBB2|RAC1|RAC2,-1.4,MyList
GO Biological Processes,19,GO:0044282,small molecule catabolic process,19_GO:0008152 metabolic process,-2.2,2.4,3.1,30169,363,374,11,2.9,0.87,30|2746|4835|5194|5728|5825|5828|7157|8821|9663|10999,ACAA1|GLUD1|NQO2|PEX13|PTEN|ABCD3|PEX2|TP53|INPP4B|LPIN2|SLC27A4,-1.4,MyList
Immunologic Signatures,3,M8881,GSE37301 HEMATOPOIETIC STEM CELL VS CD4 TCELL UP,,-2.2,3.3,3.3,30169,173,374,7,1.9,0.7,207|240|2214|4763|4851|4853|7153,AKT1|ALOX5|FCGR3A|NF1|NOTCH1|NOTCH2|TOP2A,-1.4,MyList
GO Biological Processes,19,GO:0045666,positive regulation of neuron differentiation,19_GO:0032502 developmental process,-2.2,4.3,3.6,30169,93,374,5,1.3,0.59,429|2260|2290|3169|392255,ASCL1|FGFR1|FOXG1|FOXA1|GDF6,-1.3,MyList
Chemical And Genetic Perturbations,13,M4752,WATANABE RECTAL CANCER RADIOTHERAPY RESPONSIVE DN,,-2.2,4.3,3.6,30169,93,374,5,1.3,0.59,1290|2746|2950|5880|8503,COL5A2|GLUD1|GSTP1|RAC2|PIK3R3,-1.3,MyList
Chemical And Genetic Perturbations,13,M12338,GERY CEBP TARGETS,,-2.2,3.7,3.4,30169,132,374,6,1.6,0.65,2290|2353|8864|9531|50814|51099,FOXG1|FOS|PER2|BAG3|NSDHL|ABHD5,-1.3,MyList
GO Cellular Components,20,GO:0070160,tight junction,,-2.2,3.7,3.4,30169,132,374,6,1.6,0.65,595|1019|1499|4072|4810|23322,CCND1|CDK4|CTNNB1|EPCAM|NHS|RPGRIP1L,-1.3,MyList
Chemical And Genetic Perturbations,13,M2133,QI HYPOXIA,,-2.2,3.7,3.4,30169,132,374,6,1.6,0.65,4214|5351|5352|7422|10560|50814,MAP3K1|PLOD1|PLOD2|VEGFA|SLC19A2|NSDHL,-1.3,MyList
Chemical And Genetic Perturbations,13,M13954,NIKOLSKY BREAST CANCER 8Q12 Q22 AMPLICON,,-2.2,3.7,3.4,30169,132,374,6,1.6,0.65,2138|4683|5828|10499|91147|392255,EYA1|NBN|PEX2|NCOA2|TMEM67|GDF6,-1.3,MyList
GO Cellular Components,20,GO:0030665,clathrin-coated vesicle membrane,,-2.2,3.7,3.4,30169,132,374,6,1.6,0.65,551|950|1174|1950|1956|8546,AVP|SCARB2|AP1S1|EGF|EGFR|AP3B1,-1.3,MyList
GO Biological Processes,19,GO:0007565,female pregnancy,19_GO:0022414 reproductive process,-2.2,3.2,3.3,30169,174,374,7,1.9,0.7,207|367|596|2099|2353|2706|5469,AKT1|AR|BCL2|ESR1|FOS|GJB2|MED1,-1.3,MyList
GO Biological Processes,19,GO:0009266,response to temperature stimulus,19_GO:0050896 response to stimulus,-2.2,3.2,3.3,30169,174,374,7,1.9,0.7,207|841|2353|3479|4763|6648|9531,AKT1|CASP8|FOS|IGF1|NF1|SOD2|BAG3,-1.3,MyList
GO Biological Processes,19,GO:1903078,positive regulation of protein localization to plasma membrane,19_GO:0051179 localization,-2.2,5.5,3.8,30169,59,374,4,1.1,0.53,207|1956|5170|5295,AKT1|EGFR|PDPK1|PIK3R1,-1.3,MyList
Reactome Gene Sets,6,R-HSA-8866654,E3 ubiquitin ligases ubiquitinate target proteins,,-2.2,5.5,3.8,30169,59,374,4,1.1,0.53,5192|5194|5195|5828,PEX10|PEX13|PEX14|PEX2,-1.3,MyList
GO Molecular Functions,21,GO:0140677,molecular function activator activity,,-2.2,5.5,3.8,30169,59,374,4,1.1,0.53,207|672|4851|7157,AKT1|BRCA1|NOTCH1|TP53,-1.3,MyList
Chemical And Genetic Perturbations,13,M8599,CHIARADONNA NEOPLASTIC TRANSFORMATION KRAS CDC25 UP,,-2.2,5.5,3.8,30169,59,374,4,1.1,0.53,595|2668|5888|25937,CCND1|GDNF|RAD51|WWTR1,-1.3,MyList
GO Biological Processes,19,GO:0060261,positive regulation of transcription initiation by RNA polymerase II,19_GO:0048518 positive regulation of biological process,-2.2,5.5,3.8,30169,59,374,4,1.1,0.53,2067|2099|5469|7157,ERCC1|ESR1|MED1|TP53,-1.3,MyList
GO Biological Processes,19,GO:0010574,regulation of vascular endothelial growth factor production,19_GO:0032501 multicellular organismal process,-2.2,5.5,3.8,30169,59,374,4,1.1,0.53,672|3569|7040|147372,BRCA1|IL6|TGFB1|CCBE1,-1.3,MyList
GO Biological Processes,19,GO:0061098,positive regulation of protein tyrosine kinase activity,19_GO:0048518 positive regulation of biological process,-2.2,5.5,3.8,30169,59,374,4,1.1,0.53,1950|1956|2065|6714,EGF|EGFR|ERBB3|SRC,-1.3,MyList
Chemical And Genetic Perturbations,13,M6100,SENESE HDAC1 TARGETS DN,,-2.2,2.7,3.2,30169,266,374,9,2.4,0.79,240|998|2260|2353|3667|3736|4179|5879|23363,ALOX5|CDC42|FGFR1|FOS|IRS1|KCNA1|CD46|RAC1|OBSL1,-1.3,MyList
Chemical And Genetic Perturbations,13,M10914,STARK PREFRONTAL CORTEX 22Q11 DELETION DN,,-2.2,2.2,3,30169,525,374,14,3.7,0.98,2812|4695|4722|4724|4728|6125|6598|8195|9533|10498|10999|29071|51082|374291,GP1BB|NDUFA2|NDUFS3|NDUFS4|NDUFS8|RPL5|SMARCB1|MKKS|POLR1C|CARM1|SLC27A4|C1GALT1C1|POLR1D|NDUFS7,-1.3,MyList
GO Biological Processes,19,GO:0098586,cellular response to virus,19_GO:0044419 biological process involved in interspecies interaction between organisms,-2.2,4.3,3.6,30169,94,374,5,1.3,0.59,1432|3569|3717|4790|84282,MAPK14|IL6|JAK2|NFKB1|RNF135,-1.3,MyList
GO Biological Processes,19,GO:0019882,antigen processing and presentation,19_GO:0002376 immune system process,-2.2,4.3,3.6,30169,94,374,5,1.3,0.59,5873|6891|6892|8546|11277,RAB27A|TAP2|TAPBP|AP3B1|TREX1,-1.3,MyList
Reactome Gene Sets,6,R-HSA-9013423,RAC3 GTPase cycle,,-2.2,4.3,3.6,30169,94,374,5,1.3,0.59,998|4810|5295|5296|5881,CDC42|NHS|PIK3R1|PIK3R2|RAC3,-1.3,MyList
Immunologic Signatures,3,M2981,GSE13547 2H VS 12 H ANTI IGM STIM BCELL UP,,-2.2,3.2,3.3,30169,175,374,7,1.9,0.7,701|841|2052|4072|5352|5888|7153,BUB1B|CASP8|EPHX1|EPCAM|PLOD2|RAD51|TOP2A,-1.3,MyList
GO Biological Processes,19,GO:0051048,negative regulation of secretion,19_GO:0051179 localization,-2.2,3.2,3.3,30169,175,374,7,1.9,0.7,1950|2065|3630|3667|4763|4851|5781,EGF|ERBB3|INS|IRS1|NF1|NOTCH1|PTPN11,-1.3,MyList
Chemical And Genetic Perturbations,13,M336,VILLANUEVA LIVER CANCER KRT19 UP,,-2.2,3.2,3.3,30169,175,374,7,1.9,0.7,580|641|4361|6240|7153|23054|170302,BARD1|BLM|MRE11|RRM1|TOP2A|NCOA6|ARX,-1.3,MyList
GO Cellular Components,20,GO:0005793,endoplasmic reticulum-Golgi intermediate compartment,,-2.2,3.6,3.4,30169,133,374,6,1.6,0.65,1075|2706|3146|3630|6891|6892,CTSC|GJB2|HMGB1|INS|TAP2|TAPBP,-1.3,MyList
GO Biological Processes,19,GO:0018393,internal peptidyl-lysine acetylation,19_GO:0008152 metabolic process,-2.2,3.6,3.4,30169,133,374,6,1.6,0.65,675|1387|2033|4204|5447|8850,BRCA2|CREBBP|EP300|MECP2|POR|KAT2B,-1.3,MyList
Chemical And Genetic Perturbations,13,M4306,ONDER CDH1 TARGETS 2 DN,,-2.2,2.2,3,30169,472,374,13,3.5,0.95,999|1075|2065|2263|2317|2353|3576|4072|4128|6535|8821|10468|64065,CDH1|CTSC|ERBB3|FGFR2|FLNB|FOS|CXCL8|EPCAM|MAOA|SLC6A8|INPP4B|FST|PERP,-1.3,MyList
Chemical And Genetic Perturbations,13,M10279,HORIUCHI WTAP TARGETS DN,,-2.2,2.5,3.1,30169,317,374,10,2.7,0.83,701|1000|1663|4256|5194|5825|6240|7153|25937|51360,BUB1B|CDH2|DDX11|MGP|PEX13|ABCD3|RRM1|TOP2A|WWTR1|MBTPS2,-1.3,MyList
Chemical And Genetic Perturbations,13,M3335,HELLER HDAC TARGETS UP,,-2.2,2.5,3.1,30169,317,374,10,2.7,0.83,2512|3075|4128|5447|6535|6640|7153|10499|23400|56975,FTL|CFH|MAOA|POR|SLC6A8|SNTA1|TOP2A|NCOA2|ATP13A2|FAM20C,-1.3,MyList
Reactome Gene Sets,6,R-HSA-187577,SCF(Skp2)-mediated degradation of p27/p21,,-2.2,5.4,3.8,30169,60,374,4,1.1,0.53,595|1017|1019|1027,CCND1|CDK2|CDK4|CDKN1B,-1.3,MyList
GO Biological Processes,19,GO:1903670,regulation of sprouting angiogenesis,19_GO:0032502 developmental process,-2.2,5.4,3.8,30169,60,374,4,1.1,0.53,240|5170|5291|7422,ALOX5|PDPK1|PIK3CB|VEGFA,-1.3,MyList
GO Biological Processes,19,GO:2000649,regulation of sodium ion transmembrane transporter activity,19_GO:0051179 localization,-2.2,5.4,3.8,30169,60,374,4,1.1,0.53,3784|6330|23171|55800,KCNQ1|SCN4B|GPD1L|SCN3B,-1.3,MyList
GO Cellular Components,20,GO:0000791,euchromatin,,-2.2,5.4,3.8,30169,60,374,4,1.1,0.53,1499|2099|3717|3725,CTNNB1|ESR1|JAK2|JUN,-1.3,MyList
GO Biological Processes,19,GO:0060395,SMAD protein signal transduction,19_GO:0023052 signaling,-2.2,5.4,3.8,30169,60,374,4,1.1,0.53,2353|3725|7040|392255,FOS|JUN|TGFB1|GDF6,-1.3,MyList
GO Biological Processes,19,GO:0008637,apoptotic mitochondrial changes,19_GO:0009987 cellular process,-2.2,5.4,3.8,30169,60,374,4,1.1,0.53,207|596|6648|7157,AKT1|BCL2|SOD2|TP53,-1.3,MyList
KEGG Pathway,24,hsa04730,Long-term depression,,-2.2,5.4,3.8,30169,60,374,4,1.1,0.53,3479|3845|5518|5594,IGF1|KRAS|PPP2R1A|MAPK1,-1.3,MyList
GO Biological Processes,19,GO:0042116,macrophage activation,19_GO:0002376 immune system process,-2.2,5.4,3.8,30169,60,374,4,1.1,0.53,2214|3717|3725|11277,FCGR3A|JAK2|JUN|TREX1,-1.3,MyList
Reactome Gene Sets,6,R-HSA-5260271,Diseases of Immune System,,-2.2,7.8,4.2,30169,31,374,3,0.8,0.46,3146|4790|5970,HMGB1|NFKB1|RELA,-1.3,MyList
WikiPathways,27,WP3858,Toll-like receptor signaling related to MyD88,,-2.2,7.8,4.2,30169,31,374,3,0.8,0.46,4790|5594|5970,NFKB1|MAPK1|RELA,-1.3,MyList
GO Cellular Components,20,GO:0016342,catenin complex,,-2.2,7.8,4.2,30169,31,374,3,0.8,0.46,999|1000|1499,CDH1|CDH2|CTNNB1,-1.3,MyList
Reactome Gene Sets,6,R-HSA-5602358,Diseases associated with the TLR signaling cascade,,-2.2,7.8,4.2,30169,31,374,3,0.8,0.46,3146|4790|5970,HMGB1|NFKB1|RELA,-1.3,MyList
GO Biological Processes,19,GO:0001935,endothelial cell proliferation,19_GO:0009987 cellular process,-2.2,7.8,4.2,30169,31,374,3,0.8,0.46,4763|5291|60675,NF1|PIK3CB|PROK2,-1.3,MyList
WikiPathways,27,WP4304,"Oligodendrocyte specification and differentiation, leading to myelin components for CNS",,-2.2,7.8,4.2,30169,31,374,3,0.8,0.46,429|3479|6663,ASCL1|IGF1|SOX10,-1.3,MyList
Chemical And Genetic Perturbations,13,M16708,YAO TEMPORAL RESPONSE TO PROGESTERONE CLUSTER 5,,-2.2,7.8,4.2,30169,31,374,3,0.8,0.46,1290|3784|7422,COL5A2|KCNQ1|VEGFA,-1.3,MyList
Chemical And Genetic Perturbations,13,M1636,YIH RESPONSE TO ARSENITE C3,,-2.2,7.8,4.2,30169,31,374,3,0.8,0.46,1029|5447|7504,CDKN2A|POR|XK,-1.3,MyList
WikiPathways,27,WP4752,Base excision repair,,-2.2,7.8,4.2,30169,31,374,3,0.8,0.46,3146|5426|7515,HMGB1|POLE|XRCC1,-1.3,MyList
GO Molecular Functions,21,GO:0016878,acid-thiol ligase activity,,-2.2,7.8,4.2,30169,31,374,3,0.8,0.46,8802|8803|10999,SUCLG1|SUCLA2|SLC27A4,-1.3,MyList
Chemical And Genetic Perturbations,13,M3732,SIMBULAN UV RESPONSE IMMORTALIZED DN,,-2.2,7.8,4.2,30169,31,374,3,0.8,0.46,595|1956|4683,CCND1|EGFR|NBN,-1.3,MyList
GO Biological Processes,19,GO:0048665,neuron fate specification,19_GO:0032502 developmental process,-2.2,7.8,4.2,30169,31,374,3,0.8,0.46,429|2138|3169,ASCL1|EYA1|FOXA1,-1.3,MyList
Reactome Gene Sets,6,R-HSA-4641262,Disassembly of the destruction complex and recruitment of AXIN to the membrane,,-2.2,7.8,4.2,30169,31,374,3,0.8,0.46,1499|5518|5528,CTNNB1|PPP2R1A|PPP2R5D,-1.3,MyList
Immunologic Signatures,3,M7632,GSE21360 NAIVE VS SECONDARY MEMORY CD8 TCELL DN,,-2.2,3.2,3.3,30169,176,374,7,1.9,0.7,3479|3759|3766|5447|6535|6892|11277,IGF1|KCNJ2|KCNJ10|POR|SLC6A8|TAPBP|TREX1,-1.3,MyList
Immunologic Signatures,3,M6716,GSE6092 B BURGDOFERI VS B BURGDORFERI AND IFNG STIM ENDOTHELIAL CELL UP,,-2.2,3.2,3.3,30169,176,374,7,1.9,0.7,950|1717|3075|4835|5296|7389|8504,SCARB2|DHCR7|CFH|NQO2|PIK3R2|UROD|PEX3,-1.3,MyList
