Name,Category,CategoryID,GO,Description,PARENT_GO,LogP,Enrichment,Z-score,#TotalGeneInLibrary,#GeneInGO,#GeneInHitList,#GeneInGOAndHitList,%InGO,STDV %InGO,GeneID,Hits,Log(q-value)
MyList_SUB1_MCODE_3,WikiPathways,27,WP2431,Spinal cord injury,,-3.7,27,8.6,30169,121,28,3,11,5.8,998|5594|5879,CDC42|MAPK1|RAC1,-3.1
MyList_SUB1_MCODE_3,GO Biological Processes,19,GO:0060562,epithelial tube morphogenesis,19_GO:0032502 developmental process,-3.7,14,6.9,30169,314,28,4,14,6.6,367|596|3845|6714,AR|BCL2|KRAS|SRC,-3.1
MyList_SUB1_MCODE_3,Reactome Gene Sets,6,R-HSA-9006936,Signaling by TGFB family members,,-3.7,26,8.6,30169,122,28,3,11,5.8,2033|5594|9611,EP300|MAPK1|NCOR1,-3.1
MyList_SUB1_MCODE_3,GO Biological Processes,19,GO:0032989,cellular component morphogenesis,19_GO:0032502 developmental process,-3.7,9.1,6.1,30169,594,28,5,18,7.2,596|998|2534|5879|5880,BCL2|CDC42|FYN|RAC1|RAC2,-3.1
MyList_SUB1_MCODE_3,GO Biological Processes,19,GO:0099024,plasma membrane invagination,19_GO:0009987 cellular process,-3.7,26,8.6,30169,123,28,3,11,5.8,998|5879|5880,CDC42|RAC1|RAC2,-3.1
MyList_SUB1_MCODE_3,GO Biological Processes,19,GO:1904375,regulation of protein localization to cell periphery,19_GO:0051179 localization,-3.7,26,8.5,30169,125,28,3,11,5.8,367|5170|5295,AR|PDPK1|PIK3R1,-3.1
MyList_SUB1_MCODE_3,KEGG Pathway,24,hsa04110,Cell cycle,,-3.7,26,8.5,30169,126,28,3,11,5.8,1387|2033|11200,CREBBP|EP300|CHEK2,-3.1
MyList_SUB1_MCODE_3,GO Biological Processes,19,GO:2000027,regulation of animal organ morphogenesis,19_GO:0032502 developmental process,-3.7,26,8.5,30169,126,28,3,11,5.8,367|998|5879,AR|CDC42|RAC1,-3.1
MyList_SUB1_MCODE_3,GO Biological Processes,19,GO:0070482,response to oxygen levels,19_GO:0050896 response to stimulus,-3.7,13,6.8,30169,325,28,4,14,6.6,596|1387|2033|6714,BCL2|CREBBP|EP300|SRC,-3.1
MyList_SUB1_MCODE_3,GO Biological Processes,19,GO:0002688,regulation of leukocyte chemotaxis,19_GO:0040011 locomotion,-3.7,25,8.4,30169,127,28,3,11,5.8,5594|5879|5880,MAPK1|RAC1|RAC2,-3.1
MyList_SUB1_MCODE_3,GO Cellular Components,20,GO:0045121,membrane raft,,-3.7,13,6.8,30169,326,28,4,14,6.6,2534|3667|5594|6714,FYN|IRS1|MAPK1|SRC,-3.1
MyList_SUB1_MCODE_3,GO Cellular Components,20,GO:0098857,membrane microdomain,,-3.6,13,6.7,30169,327,28,4,14,6.6,2534|3667|5594|6714,FYN|IRS1|MAPK1|SRC,-3
MyList_SUB1_MCODE_3,GO Biological Processes,19,GO:0009755,hormone-mediated signaling pathway,19_GO:0023052 signaling,-3.6,25,8.4,30169,128,28,3,11,5.8,367|6714|8289,AR|SRC|ARID1A,-3
MyList_SUB1_MCODE_3,GO Biological Processes,19,GO:0030183,B cell differentiation,19_GO:0002376 immune system process,-3.6,25,8.3,30169,129,28,3,11,5.8,596|2033|5295,BCL2|EP300|PIK3R1,-3
MyList_SUB1_MCODE_3,GO Biological Processes,19,GO:0006661,phosphatidylinositol biosynthetic process,19_GO:0008152 metabolic process,-3.6,25,8.3,30169,129,28,3,11,5.8,5290|5295|23396,PIK3CA|PIK3R1|PIP5K1C,-3
MyList_SUB1_MCODE_3,GO Molecular Functions,21,GO:0003924,GTPase activity,,-3.6,13,6.7,30169,331,28,4,14,6.6,998|3845|5879|5880,CDC42|KRAS|RAC1|RAC2,-3
MyList_SUB1_MCODE_3,GO Biological Processes,19,GO:0010324,membrane invagination,19_GO:0009987 cellular process,-3.6,25,8.3,30169,130,28,3,11,5.8,998|5879|5880,CDC42|RAC1|RAC2,-3
MyList_SUB1_MCODE_3,GO Cellular Components,20,GO:0098794,postsynapse,,-3.6,8.7,5.9,30169,619,28,5,18,7.2,998|2534|5170|5879|6714,CDC42|FYN|PDPK1|RAC1|SRC,-3
MyList_SUB1_MCODE_3,KEGG Pathway,24,hsa04114,Oocyte meiosis,,-3.6,25,8.3,30169,131,28,3,11,5.8,367|3479|5594,AR|IGF1|MAPK1,-3
MyList_SUB1_MCODE_3,GO Biological Processes,19,GO:0090287,regulation of cellular response to growth factor stimulus,19_GO:0050896 response to stimulus,-3.6,13,6.6,30169,338,28,4,14,6.6,1387|2033|2260|5170,CREBBP|EP300|FGFR1|PDPK1,-3
MyList_SUB1_MCODE_3,GO Biological Processes,19,GO:1900180,regulation of protein localization to nucleus,19_GO:0051179 localization,-3.6,24,8.1,30169,135,28,3,11,5.8,2534|5295|6714,FYN|PIK3R1|SRC,-3
MyList_SUB1_MCODE_3,GO Biological Processes,19,GO:0007160,cell-matrix adhesion,19_GO:0009987 cellular process,-3.6,24,8.1,30169,135,28,3,11,5.8,596|5879|6714,BCL2|RAC1|SRC,-3
MyList_SUB1_MCODE_3,Reactome Gene Sets,6,R-HSA-199991,Membrane Trafficking,,-3.6,8.5,5.8,30169,634,28,5,18,7.2,2885|5879|6714|10000|23396,GRB2|RAC1|SRC|AKT3|PIP5K1C,-3
MyList_SUB1_MCODE_3,GO Biological Processes,19,GO:0010506,regulation of autophagy,19_GO:0008152 metabolic process,-3.6,13,6.6,30169,344,28,4,14,6.6,596|2033|5290|6774,BCL2|EP300|PIK3CA|STAT3,-3
MyList_SUB1_MCODE_3,GO Biological Processes,19,GO:0010639,negative regulation of organelle organization,19_GO:0048519 negative regulation of biological process,-3.6,12,6.5,30169,345,28,4,14,6.6,3479|5290|5295|6714,IGF1|PIK3CA|PIK3R1|SRC,-3
MyList_SUB1_MCODE_3,GO Molecular Functions,21,GO:0004713,protein tyrosine kinase activity,,-3.5,23,8,30169,138,28,3,11,5.8,2260|2534|6714,FGFR1|FYN|SRC,-3
MyList_SUB1_MCODE_3,GO Biological Processes,19,GO:0001764,neuron migration,19_GO:0032502 developmental process,-3.5,23,8,30169,138,28,3,11,5.8,2260|2534|5879,FGFR1|FYN|RAC1,-3
MyList_SUB1_MCODE_3,GO Molecular Functions,21,GO:0030674,protein-macromolecule adaptor activity,,-3.5,12,6.5,30169,347,28,4,14,6.6,2885|3667|5295|6774,GRB2|IRS1|PIK3R1|STAT3,-3
MyList_SUB1_MCODE_3,GO Biological Processes,19,GO:0043009,chordate embryonic development,19_GO:0032502 developmental process,-3.5,8.4,5.8,30169,643,28,5,18,7.2,367|2033|2260|2885|5594,AR|EP300|FGFR1|GRB2|MAPK1,-3
MyList_SUB1_MCODE_3,KEGG Pathway,24,hsa04371,Apelin signaling pathway,,-3.5,23,8,30169,139,28,3,11,5.8,3845|5594|10000,KRAS|MAPK1|AKT3,-3
MyList_SUB1_MCODE_3,GO Molecular Functions,21,GO:0070851,growth factor receptor binding,,-3.5,23,8,30169,140,28,3,11,5.8,2534|2885|6714,FYN|GRB2|SRC,-2.9
MyList_SUB1_MCODE_3,GO Biological Processes,19,GO:0031333,negative regulation of protein-containing complex assembly,19_GO:0048519 negative regulation of biological process,-3.5,23,8,30169,140,28,3,11,5.8,998|2033|6714,CDC42|EP300|SRC,-2.9
MyList_SUB1_MCODE_3,Reactome Gene Sets,6,R-HSA-5663220,RHO GTPases Activate Formins,,-3.5,23,8,30169,140,28,3,11,5.8,998|5879|6714,CDC42|RAC1|SRC,-2.9
MyList_SUB1_MCODE_3,Reactome Gene Sets,6,R-HSA-6807070,PTEN Regulation,,-3.5,23,8,30169,140,28,3,11,5.8,3725|5594|10000,JUN|MAPK1|AKT3,-2.9
MyList_SUB1_MCODE_3,KEGG Pathway,24,hsa05017,Spinocerebellar ataxia,,-3.5,23,7.9,30169,143,28,3,11,5.8,5290|5295|10000,PIK3CA|PIK3R1|AKT3,-2.9
MyList_SUB1_MCODE_3,GO Biological Processes,19,GO:0010212,response to ionizing radiation,19_GO:0050896 response to stimulus,-3.5,23,7.9,30169,143,28,3,11,5.8,596|2885|11200,BCL2|GRB2|CHEK2,-2.9
MyList_SUB1_MCODE_3,GO Biological Processes,19,GO:0007409,axonogenesis,19_GO:0032502 developmental process,-3.5,12,6.4,30169,357,28,4,14,6.6,596|2534|5879|5880,BCL2|FYN|RAC1|RAC2,-2.9
MyList_SUB1_MCODE_3,GO Biological Processes,19,GO:0070661,leukocyte proliferation,19_GO:0009987 cellular process,-3.5,22,7.9,30169,144,28,3,11,5.8,596|2534|5880,BCL2|FYN|RAC2,-2.9
MyList_SUB1_MCODE_3,Chemical And Genetic Perturbations,13,M1810,DAZARD UV RESPONSE CLUSTER G6,,-3.5,22,7.8,30169,145,28,3,11,5.8,2534|3667|4790,FYN|IRS1|NFKB1,-2.9
MyList_SUB1_MCODE_3,GO Biological Processes,19,GO:0002831,regulation of response to biotic stimulus,19_GO:0050896 response to stimulus,-3.5,12,6.4,30169,361,28,4,14,6.6,1387|2033|2534|6714,CREBBP|EP300|FYN|SRC,-2.9
MyList_SUB1_MCODE_3,GO Biological Processes,19,GO:0009792,embryo development ending in birth or egg hatching,19_GO:0032502 developmental process,-3.5,8.1,5.6,30169,665,28,5,18,7.2,367|2033|2260|2885|5594,AR|EP300|FGFR1|GRB2|MAPK1,-2.9
MyList_SUB1_MCODE_3,GO Biological Processes,19,GO:0045787,positive regulation of cell cycle,19_GO:0048518 positive regulation of biological process,-3.5,12,6.4,30169,362,28,4,14,6.6,998|3479|6714|11200,CDC42|IGF1|SRC|CHEK2,-2.9
MyList_SUB1_MCODE_3,Chemical And Genetic Perturbations,13,M1885,YOSHIMURA MAPK8 TARGETS DN,,-3.5,12,6.4,30169,362,28,4,14,6.6,998|2260|5170|5879,CDC42|FGFR1|PDPK1|RAC1,-2.9
MyList_SUB1_MCODE_3,Reactome Gene Sets,6,R-HSA-166016,Toll Like Receptor 4 (TLR4) Cascade,,-3.5,22,7.8,30169,146,28,3,11,5.8,3725|4790|5594,JUN|NFKB1|MAPK1,-2.9
MyList_SUB1_MCODE_3,Chemical And Genetic Perturbations,13,M8244,BROCKE APOPTOSIS REVERSED BY IL6,,-3.5,22,7.8,30169,146,28,3,11,5.8,2885|3725|6774,GRB2|JUN|STAT3,-2.9
MyList_SUB1_MCODE_3,Reactome Gene Sets,6,R-HSA-3858494,Beta-catenin independent WNT signaling,,-3.5,22,7.8,30169,146,28,3,11,5.8,3845|5879|5880,KRAS|RAC1|RAC2,-2.9
MyList_SUB1_MCODE_3,GO Biological Processes,19,GO:0017015,regulation of transforming growth factor beta receptor signaling pathway,19_GO:0023052 signaling,-3.5,22,7.8,30169,147,28,3,11,5.8,1387|2033|5170,CREBBP|EP300|PDPK1,-2.9
MyList_SUB1_MCODE_3,GO Biological Processes,19,GO:0045859,regulation of protein kinase activity,19_GO:0008152 metabolic process,-3.5,8,5.6,30169,672,28,5,18,7.2,2260|3479|5170|5290|6714,FGFR1|IGF1|PDPK1|PIK3CA|SRC,-2.9
MyList_SUB1_MCODE_3,Reactome Gene Sets,6,R-HSA-5653656,Vesicle-mediated transport,,-3.5,8,5.6,30169,673,28,5,18,7.2,2885|5879|6714|10000|23396,GRB2|RAC1|SRC|AKT3|PIP5K1C,-2.9
MyList_SUB1_MCODE_3,GO Biological Processes,19,GO:0071383,cellular response to steroid hormone stimulus,19_GO:0050896 response to stimulus,-3.4,22,7.7,30169,150,28,3,11,5.8,367|6714|8289,AR|SRC|ARID1A,-2.9
MyList_SUB1_MCODE_3,KEGG Pathway,24,hsa04261,Adrenergic signaling in cardiomyocytes,,-3.4,22,7.7,30169,150,28,3,11,5.8,596|5594|10000,BCL2|MAPK1|AKT3,-2.9
MyList_SUB1_MCODE_3,GO Biological Processes,19,GO:1903844,regulation of cellular response to transforming growth factor beta stimulus,19_GO:0050896 response to stimulus,-3.4,22,7.7,30169,150,28,3,11,5.8,1387|2033|5170,CREBBP|EP300|PDPK1,-2.9
MyList_SUB1_MCODE_3,Chemical And Genetic Perturbations,13,M8512,TSAI RESPONSE TO IONIZING RADIATION,,-3.4,22,7.7,30169,150,28,3,11,5.8,2033|2260|4790,EP300|FGFR1|NFKB1,-2.9
MyList_SUB1_MCODE_3,GO Biological Processes,19,GO:0043535,regulation of blood vessel endothelial cell migration,19_GO:0040011 locomotion,-3.4,22,7.7,30169,150,28,3,11,5.8,2260|5170|10000,FGFR1|PDPK1|AKT3,-2.9
MyList_SUB1_MCODE_3,GO Biological Processes,19,GO:0031099,regeneration,19_GO:0032502 developmental process,-3.4,21,7.7,30169,151,28,3,11,5.8,596|3479|3725,BCL2|IGF1|JUN,-2.9
MyList_SUB1_MCODE_3,GO Biological Processes,19,GO:0062013,positive regulation of small molecule metabolic process,19_GO:0048518 positive regulation of biological process,-3.4,21,7.6,30169,152,28,3,11,5.8,3479|3667|6714,IGF1|IRS1|SRC,-2.8
MyList_SUB1_MCODE_3,Reactome Gene Sets,6,R-HSA-9679506,SARS-CoV Infections,,-3.4,11,6.2,30169,376,28,4,14,6.6,1387|2885|5170|10000,CREBBP|GRB2|PDPK1|AKT3,-2.8
MyList_SUB1_MCODE_3,GO Biological Processes,19,GO:0051092,positive regulation of NF-kappaB transcription factor activity,19_GO:0008152 metabolic process,-3.4,21,7.6,30169,154,28,3,11,5.8,367|2033|6774,AR|EP300|STAT3,-2.8
MyList_SUB1_MCODE_3,GO Biological Processes,19,GO:0008360,regulation of cell shape,19_GO:0032502 developmental process,-3.4,21,7.6,30169,154,28,3,11,5.8,2534|5879|5880,FYN|RAC1|RAC2,-2.8
MyList_SUB1_MCODE_3,GO Biological Processes,19,GO:0045834,positive regulation of lipid metabolic process,19_GO:0048518 positive regulation of biological process,-3.4,21,7.6,30169,154,28,3,11,5.8,998|3667|6714,CDC42|IRS1|SRC,-2.8
MyList_SUB1_MCODE_3,GO Molecular Functions,21,GO:0005525,GTP binding,,-3.4,11,6.2,30169,379,28,4,14,6.6,998|3845|5879|5880,CDC42|KRAS|RAC1|RAC2,-2.8
MyList_SUB1_MCODE_3,Reactome Gene Sets,6,R-HSA-1640170,Cell Cycle,,-3.4,7.8,5.5,30169,692,28,5,18,7.2,2033|5594|6714|10000|11200,EP300|MAPK1|SRC|AKT3|CHEK2,-2.8
MyList_SUB1_MCODE_3,GO Biological Processes,19,GO:0042326,negative regulation of phosphorylation,19_GO:0048519 negative regulation of biological process,-3.4,11,6.2,30169,381,28,4,14,6.6,3725|5170|6774|9611,JUN|PDPK1|STAT3|NCOR1,-2.8
MyList_SUB1_MCODE_3,GO Biological Processes,19,GO:0046488,phosphatidylinositol metabolic process,19_GO:0008152 metabolic process,-3.4,21,7.5,30169,156,28,3,11,5.8,5290|5295|23396,PIK3CA|PIK3R1|PIP5K1C,-2.8
MyList_SUB1_MCODE_3,GO Biological Processes,19,GO:0090316,positive regulation of intracellular protein transport,19_GO:0051179 localization,-3.4,21,7.5,30169,157,28,3,11,5.8,2534|5295|5880,FYN|PIK3R1|RAC2,-2.8
MyList_SUB1_MCODE_3,GO Biological Processes,19,GO:0008064,regulation of actin polymerization or depolymerization,19_GO:0050789 regulation of biological process,-3.4,20,7.4,30169,159,28,3,11,5.8,2885|4868|5290,GRB2|NPHS1|PIK3CA,-2.8
MyList_SUB1_MCODE_3,GO Biological Processes,19,GO:0018108,peptidyl-tyrosine phosphorylation,19_GO:0008152 metabolic process,-3.4,20,7.4,30169,161,28,3,11,5.8,2260|2534|6714,FGFR1|FYN|SRC,-2.8
MyList_SUB1_MCODE_3,GO Biological Processes,19,GO:0030832,regulation of actin filament length,19_GO:0050789 regulation of biological process,-3.3,20,7.4,30169,162,28,3,11,5.8,2885|4868|5290,GRB2|NPHS1|PIK3CA,-2.8
MyList_SUB1_MCODE_3,GO Cellular Components,20,GO:0098797,plasma membrane protein complex,,-3.3,7.6,5.4,30169,713,28,5,18,7.2,2885|3479|3667|5879|5880,GRB2|IGF1|IRS1|RAC1|RAC2,-2.8
MyList_SUB1_MCODE_3,GO Biological Processes,19,GO:0018212,peptidyl-tyrosine modification,19_GO:0008152 metabolic process,-3.3,20,7.3,30169,163,28,3,11,5.8,2260|2534|6714,FGFR1|FYN|SRC,-2.8
MyList_SUB1_MCODE_3,Chemical And Genetic Perturbations,13,M2502,PHONG TNF RESPONSE VIA P38 PARTIAL,,-3.3,20,7.3,30169,164,28,3,11,5.8,3667|3725|6774,IRS1|JUN|STAT3,-2.8
MyList_SUB1_MCODE_3,GO Biological Processes,19,GO:0045596,negative regulation of cell differentiation,19_GO:0032502 developmental process,-3.3,7.5,5.4,30169,718,28,5,18,7.2,3479|3845|5295|5594|6774,IGF1|KRAS|PIK3R1|MAPK1|STAT3,-2.8
MyList_SUB1_MCODE_3,Chemical And Genetic Perturbations,13,M12112,VART KSHV INFECTION ANGIOGENIC MARKERS UP,,-3.3,20,7.3,30169,165,28,3,11,5.8,2260|2885|3479,FGFR1|GRB2|IGF1,-2.8
MyList_SUB1_MCODE_3,GO Biological Processes,19,GO:0031960,response to corticosteroid,19_GO:0050896 response to stimulus,-3.3,20,7.3,30169,165,28,3,11,5.8,596|5290|6714,BCL2|PIK3CA|SRC,-2.8
MyList_SUB1_MCODE_3,Immunologic Signatures,3,M8949,GSE37532 VISCERAL ADIPOSE TISSUE VS LN DERIVED PPARG KO TCONV CD4 TCELL UP,,-3.3,20,7.3,30169,165,28,3,11,5.8,998|4790|6774,CDC42|NFKB1|STAT3,-2.8
MyList_SUB1_MCODE_3,GO Biological Processes,19,GO:0071345,cellular response to cytokine stimulus,19_GO:0050896 response to stimulus,-3.3,7.5,5.4,30169,722,28,5,18,7.2,998|4790|5594|6714|6774,CDC42|NFKB1|MAPK1|SRC|STAT3,-2.8
MyList_SUB1_MCODE_3,Chemical And Genetic Perturbations,13,M17163,CAIRO LIVER DEVELOPMENT UP,,-3.3,19,7.3,30169,166,28,3,11,5.8,2260|3725|10000,FGFR1|JUN|AKT3,-2.7
MyList_SUB1_MCODE_3,GO Molecular Functions,21,GO:0032561,guanyl ribonucleotide binding,,-3.3,11,6,30169,401,28,4,14,6.6,998|3845|5879|5880,CDC42|KRAS|RAC1|RAC2,-2.7
MyList_SUB1_MCODE_3,GO Molecular Functions,21,GO:0019001,guanyl nucleotide binding,,-3.3,11,6,30169,401,28,4,14,6.6,998|3845|5879|5880,CDC42|KRAS|RAC1|RAC2,-2.7
MyList_SUB1_MCODE_3,GO Biological Processes,19,GO:0030307,positive regulation of cell growth,19_GO:0040007 growth,-3.3,19,7.2,30169,167,28,3,11,5.8,596|998|3479,BCL2|CDC42|IGF1,-2.7
MyList_SUB1_MCODE_3,KEGG Pathway,24,hsa04022,cGMP-PKG signaling pathway,,-3.3,19,7.2,30169,167,28,3,11,5.8,3667|5594|10000,IRS1|MAPK1|AKT3,-2.7
MyList_SUB1_MCODE_3,GO Biological Processes,19,GO:0030217,T cell differentiation,19_GO:0002376 immune system process,-3.3,19,7.2,30169,168,28,3,11,5.8,596|5295|6774,BCL2|PIK3R1|STAT3,-2.7
MyList_SUB1_MCODE_3,Reactome Gene Sets,6,R-HSA-168898,Toll-like Receptor Cascades,,-3.3,19,7.2,30169,168,28,3,11,5.8,3725|4790|5594,JUN|NFKB1|MAPK1,-2.7
MyList_SUB1_MCODE_3,GO Biological Processes,19,GO:0010564,regulation of cell cycle process,19_GO:0050789 regulation of biological process,-3.3,7.3,5.3,30169,735,28,5,18,7.2,596|998|3479|8289|11200,BCL2|CDC42|IGF1|ARID1A|CHEK2,-2.7
MyList_SUB1_MCODE_3,GO Biological Processes,19,GO:0008015,blood circulation,19_GO:0032501 multicellular organismal process,-3.3,10,5.9,30169,411,28,4,14,6.6,367|998|5290|6714,AR|CDC42|PIK3CA|SRC,-2.7
MyList_SUB1_MCODE_3,Chemical And Genetic Perturbations,13,M12676,FOSTER TOLERANT MACROPHAGE DN,,-3.3,10,5.9,30169,412,28,4,14,6.6,4790|6714|6774|10000,NFKB1|SRC|STAT3|AKT3,-2.7
MyList_SUB1_MCODE_3,GO Biological Processes,19,GO:0050727,regulation of inflammatory response,19_GO:0050896 response to stimulus,-3.3,10,5.9,30169,414,28,4,14,6.6,2534|3479|4790|6714,FYN|IGF1|NFKB1|SRC,-2.7
MyList_SUB1_MCODE_3,GO Biological Processes,19,GO:0009410,response to xenobiotic stimulus,19_GO:0050896 response to stimulus,-3.2,10,5.8,30169,418,28,4,14,6.6,596|3725|6714|11200,BCL2|JUN|SRC|CHEK2,-2.7
MyList_SUB1_MCODE_3,GO Cellular Components,20,GO:0001726,ruffle,,-3.2,18,7,30169,178,28,3,11,5.8,5879|6714|23396,RAC1|SRC|PIP5K1C,-2.7
MyList_SUB1_MCODE_3,GO Biological Processes,19,GO:0030324,lung development,19_GO:0032502 developmental process,-3.2,18,6.9,30169,181,28,3,11,5.8,2033|3845|5594,EP300|KRAS|MAPK1,-2.7
MyList_SUB1_MCODE_3,Reactome Gene Sets,6,R-HSA-3108232,SUMO E3 ligases SUMOylate target proteins,,-3.2,18,6.9,30169,182,28,3,11,5.8,367|1387|2033,AR|CREBBP|EP300,-2.7
MyList_SUB1_MCODE_3,GO Cellular Components,20,GO:0072686,mitotic spindle,,-3.2,18,6.9,30169,183,28,3,11,5.8,998|5594|9611,CDC42|MAPK1|NCOR1,-2.6
MyList_SUB1_MCODE_3,Chemical And Genetic Perturbations,13,M6641,BROWNE HCMV INFECTION 18HR DN,,-3.2,18,6.9,30169,183,28,3,11,5.8,2534|3667|5880,FYN|IRS1|RAC2,-2.6
MyList_SUB1_MCODE_3,GO Biological Processes,19,GO:0032102,negative regulation of response to external stimulus,19_GO:0048519 negative regulation of biological process,-3.2,10,5.7,30169,433,28,4,14,6.6,2534|3479|4790|6714,FYN|IGF1|NFKB1|SRC,-2.6
MyList_SUB1_MCODE_3,Chemical And Genetic Perturbations,13,M2324,LEE BMP2 TARGETS UP,,-3.2,7,5.1,30169,772,28,5,18,7.2,367|596|3667|3725|5295,AR|BCL2|IRS1|JUN|PIK3R1,-2.6
MyList_SUB1_MCODE_3,GO Biological Processes,19,GO:0032680,regulation of tumor necrosis factor production,19_GO:0032501 multicellular organismal process,-3.2,18,6.9,30169,184,28,3,11,5.8,3479|5295|6774,IGF1|PIK3R1|STAT3,-2.6
MyList_SUB1_MCODE_3,GO Biological Processes,19,GO:0048863,stem cell differentiation,19_GO:0032502 developmental process,-3.2,18,6.9,30169,184,28,3,11,5.8,596|998|5594,BCL2|CDC42|MAPK1,-2.6
MyList_SUB1_MCODE_3,GO Biological Processes,19,GO:0010001,glial cell differentiation,19_GO:0032502 developmental process,-3.2,18,6.9,30169,184,28,3,11,5.8,3845|5594|6774,KRAS|MAPK1|STAT3,-2.6
MyList_SUB1_MCODE_3,GO Biological Processes,19,GO:2000045,regulation of G1/S transition of mitotic cell cycle,19_GO:0050789 regulation of biological process,-3.2,17,6.8,30169,185,28,3,11,5.8,596|8289|11200,BCL2|ARID1A|CHEK2,-2.6
MyList_SUB1_MCODE_3,GO Biological Processes,19,GO:0030323,respiratory tube development,19_GO:0032502 developmental process,-3.2,17,6.8,30169,185,28,3,11,5.8,2033|3845|5594,EP300|KRAS|MAPK1,-2.6
MyList_SUB1_MCODE_3,Chemical And Genetic Perturbations,13,M2388,BYSTRYKH HEMATOPOIESIS STEM CELL QTL TRANS,,-3.2,6.9,5.1,30169,779,28,5,18,7.2,2260|4790|5295|6774|8289,FGFR1|NFKB1|PIK3R1|STAT3|ARID1A,-2.6
MyList_SUB1_MCODE_3,KEGG Pathway,24,hsa05034,Alcoholism,,-3.2,17,6.8,30169,187,28,3,11,5.8,2885|3845|5594,GRB2|KRAS|MAPK1,-2.6
MyList_SUB1_MCODE_3,GO Biological Processes,19,GO:0045766,positive regulation of angiogenesis,19_GO:0032502 developmental process,-3.2,17,6.8,30169,187,28,3,11,5.8,5170|6774|10000,PDPK1|STAT3|AKT3,-2.6
MyList_SUB1_MCODE_3,GO Biological Processes,19,GO:1904018,positive regulation of vasculature development,19_GO:0032502 developmental process,-3.2,17,6.8,30169,187,28,3,11,5.8,5170|6774|10000,PDPK1|STAT3|AKT3,-2.6
MyList_SUB1_MCODE_3,Immunologic Signatures,3,M6809,GSE7218 UNSTIM VS ANTIGEN STIM THROUGH IGG BCELL UP,,-3.2,17,6.8,30169,187,28,3,11,5.8,5594|11200|23396,MAPK1|CHEK2|PIP5K1C,-2.6
MyList_SUB1_MCODE_3,GO Biological Processes,19,GO:0045936,negative regulation of phosphate metabolic process,19_GO:0048519 negative regulation of biological process,-3.2,9.8,5.7,30169,440,28,4,14,6.6,3725|5170|6774|9611,JUN|PDPK1|STAT3|NCOR1,-2.6
MyList_SUB1_MCODE_3,Reactome Gene Sets,6,R-HSA-2990846,SUMOylation,,-3.2,17,6.8,30169,188,28,3,11,5.8,367|1387|2033,AR|CREBBP|EP300,-2.6
MyList_SUB1_MCODE_3,GO Biological Processes,19,GO:1903169,regulation of calcium ion transmembrane transport,19_GO:0051179 localization,-3.2,17,6.8,30169,188,28,3,11,5.8,596|2534|5170,BCL2|FYN|PDPK1,-2.6
MyList_SUB1_MCODE_3,GO Biological Processes,19,GO:0010563,negative regulation of phosphorus metabolic process,19_GO:0048519 negative regulation of biological process,-3.2,9.8,5.7,30169,441,28,4,14,6.6,3725|5170|6774|9611,JUN|PDPK1|STAT3|NCOR1,-2.6
MyList_SUB1_MCODE_3,GO Biological Processes,19,GO:1903555,regulation of tumor necrosis factor superfamily cytokine production,19_GO:0032501 multicellular organismal process,-3.2,17,6.8,30169,189,28,3,11,5.8,3479|5295|6774,IGF1|PIK3R1|STAT3,-2.6
MyList_SUB1_MCODE_3,GO Biological Processes,19,GO:0042113,B cell activation,19_GO:0002376 immune system process,-3.2,17,6.8,30169,189,28,3,11,5.8,596|2033|5295,BCL2|EP300|PIK3R1,-2.6
MyList_SUB1_MCODE_3,Chemical And Genetic Perturbations,13,M2317,KASLER HDAC7 TARGETS 1 UP,,-3.1,17,6.7,30169,192,28,3,11,5.8,596|2885|6774,BCL2|GRB2|STAT3,-2.6
MyList_SUB1_MCODE_3,GO Biological Processes,19,GO:0050804,modulation of chemical synaptic transmission,19_GO:0023052 signaling,-3.1,9.6,5.6,30169,448,28,4,14,6.6,2534|3845|5594|6714,FYN|KRAS|MAPK1|SRC,-2.6
MyList_SUB1_MCODE_3,GO Biological Processes,19,GO:0099177,regulation of trans-synaptic signaling,19_GO:0023052 signaling,-3.1,9.6,5.6,30169,449,28,4,14,6.6,2534|3845|5594|6714,FYN|KRAS|MAPK1|SRC,-2.6
MyList_SUB1_MCODE_3,GO Biological Processes,19,GO:0050731,positive regulation of peptidyl-tyrosine phosphorylation,19_GO:0048518 positive regulation of biological process,-3.1,17,6.7,30169,193,28,3,11,5.8,2534|3479|6714,FYN|IGF1|SRC,-2.6
MyList_SUB1_MCODE_3,KEGG Pathway,24,hsa05202,Transcriptional misregulation in cancer,,-3.1,17,6.7,30169,193,28,3,11,5.8,3479|4790|9611,IGF1|NFKB1|NCOR1,-2.6
MyList_SUB1_MCODE_3,Immunologic Signatures,3,M4181,GSE17974 CTRL VS ACT IL4 AND ANTI IL12 1H CD4 TCELL UP,,-3.1,17,6.7,30169,194,28,3,11,5.8,3667|3725|23054,IRS1|JUN|NCOA6,-2.6
MyList_SUB1_MCODE_3,Immunologic Signatures,3,M5318,GSE36476 YOUNG VS OLD DONOR MEMORY CD4 TCELL 40H TSST ACT UP,,-3.1,17,6.7,30169,195,28,3,11,5.8,3479|4868|5879,IGF1|NPHS1|RAC1,-2.6
